7.970545e+01,0
7.934663e+01,0
7.828022e+01,1
7.653631e+01,2
7.416364e+01,3
7.122718e+01,4
6.780465e+01,5
6.357929e+01,6
5.851100e+01,7
5.260903e+01,8
4.748538e+01,9
4.360791e+01,10
3.950415e+01,11
3.532861e+01,12
3.123810e+01,13
2.733252e+01,14
2.536663e+01,15
2.560347e+01,16
2.656807e+01,17
2.647101e+01,18
2.720389e+01,19
2.560092e+01,20
2.324218e+01,21
2.540085e+01,22
2.312076e+01,23
2.202519e+01,24
2.344279e+01,25
2.580997e+01,26
2.297448e+01,27
2.205092e+01,28
2.239037e+01,29
2.064524e+01,30
1.749542e+01,31
2.772125e+01,32
2.229964e+01,33
1.786475e+01,34
1.527815e+01,35
1.563705e+01,36
1.685224e+01,37
1.432608e+01,38
1.362132e+01,39
1.159699e+01,40
1.236309e+01,41
1.120264e+01,42
1.186741e+01,43
1.133062e+01,44
1.137272e+01,45
1.028866e+01,46
9.493248e+00,47
1.010491e+01,48
9.210730e+00,49
8.826228e+00,50
8.946187e+00,51
8.296231e+00,52
8.881688e+00,53
8.831370e+00,54
8.442611e+00,55
7.348504e+00,56
7.745402e+00,57
7.218964e+00,58
6.903325e+00,59
6.779199e+00,60
6.846515e+00,61
6.921450e+00,62
6.027118e+00,63
6.492316e+00,64
5.760690e+00,65
5.888109e+00,66
5.707248e+00,67
6.434817e+00,68
5.177104e+00,69
4.811755e+00,70
5.121347e+00,71
5.320999e+00,72
4.796489e+00,73
4.896108e+00,74
4.894153e+00,75
4.489956e+00,76
4.268120e+00,77
3.938974e+00,78
4.507425e+00,79
4.221352e+00,80
4.052564e+00,81
4.149882e+00,82
5.229204e+00,83
6.198148e+00,84
6.361280e+00,85
5.407514e+00,86
4.865787e+00,87
5.708359e+00,88
5.603445e+00,89
4.452961e+00,90
3.468648e+00,91
3.986658e+00,92
4.404581e+00,93
4.059289e+00,94
3.041660e+00,95
2.778014e+00,96
2.868622e+00,97
2.720582e+00,98
2.767166e+00,99
2.638570e+00,100
2.821239e+00,101
2.727990e+00,102
2.262237e+00,103
2.524836e+00,104
2.442688e+00,105
2.441102e+00,106
2.281453e+00,107
2.274476e+00,108
2.157586e+00,109
2.222633e+00,110
2.348496e+00,111
2.182051e+00,112
2.075934e+00,113
2.088932e+00,114
2.036577e+00,115
1.781466e+00,116
2.067909e+00,117
2.374374e+00,118
1.931888e+00,119
1.745393e+00,120
1.585970e+00,121
1.591395e+00,122
1.662471e+00,123
1.729371e+00,124
1.728459e+00,125
1.633188e+00,126
1.688782e+00,127
1.584590e+00,128
1.746343e+00,129
1.552280e+00,130
1.516406e+00,131
1.573076e+00,132
1.647597e+00,133
1.452030e+00,134
1.701064e+00,135
1.690510e+00,136
1.572008e+00,137
1.957202e+00,138
1.618523e+00,139
1.607603e+00,140
1.408099e+00,141
1.516430e+00,142
1.307104e+00,143
1.387165e+00,144
1.336608e+00,145
1.273044e+00,146
1.355698e+00,147
1.304763e+00,148
1.205583e+00,149
1.243603e+00,150
1.257417e+00,151
1.107139e+00,152
1.225766e+00,153
1.124754e+00,154
1.308853e+00,155
1.331382e+00,156
1.241589e+00,157
1.232612e+00,158
1.126733e+00,159
1.078366e+00,160
1.050352e+00,161
1.246737e+00,162
1.129881e+00,163
1.067815e+00,164
1.013921e+00,165
1.064804e+00,166
1.015949e+00,167
9.656349e-01,168
1.206075e+00,169
1.081856e+00,170
1.158247e+00,171
1.026357e+00,172
1.089708e+00,173
1.145308e+00,174
9.893954e-01,175
1.023289e+00,176
1.009514e+00,177
1.006265e+00,178
1.081559e+00,179
9.654744e-01,180
8.721078e-01,181
9.331591e-01,182
1.006918e+00,183
8.954343e-01,184
8.655355e-01,185
1.048838e+00,186
1.041848e+00,187
1.018689e+00,188
8.985073e-01,189
9.048187e-01,190
8.523087e-01,191
8.683390e-01,192
8.033982e-01,193
9.051161e-01,194
8.329337e-01,195
8.677723e-01,196
9.840599e-01,197
8.885992e-01,198
9.097098e-01,199
9.712921e-01,200
9.022730e-01,201
8.626850e-01,202
